SpineBaseX,SpineBaseY,SpineBaseZ,HipLeftX,HipLeftY,HipLeftZ,HipRightX,HipRightY,HipRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ
-0.3078318,-0.1766711,1.415997,-0.3789598,-0.1737148,1.383883,-0.4439882,-0.4739951,1.27006,-0.220587,-0.1704213,1.374372,-0.1052493,-0.4721346,1.29413
-0.3354563,-0.1712207,1.396456,-0.4038814,-0.1688568,1.36517,-0.4612586,-0.4737232,1.264996,-0.249269,-0.1645849,1.354476,-0.1400482,-0.4666582,1.24307
-0.3620475,-0.1660009,1.379077,-0.4322683,-0.1647778,1.345554,-0.4706842,-0.4759513,1.26298,-0.2726813,-0.158547,1.339494,-0.1684656,-0.4825628,1.199557
-0.3899853,-0.1624362,1.360797,-0.4583178,-0.1637073,1.327239,-0.4845066,-0.4815733,1.26208,-0.3007464,-0.1524505,1.32184,-0.2080404,-0.4696785,1.156288
-0.418292,-0.17078,1.333195,-0.4933025,-0.1721782,1.29418,-0.4905089,-0.4944498,1.260296,-0.321447,-0.1600582,1.299723,-0.2585039,-0.4521593,1.114885
-0.4485245,-0.1614901,1.315239,-0.518266,-0.1623013,1.283213,-0.531689,-0.4784731,1.250274,-0.3544895,-0.1522836,1.27486,-0.3105361,-0.4292946,1.078455
-0.474603,-0.1566074,1.298417,-0.5488056,-0.156865,1.266918,-0.5827667,-0.4695701,1.247106,-0.3745255,-0.1479095,1.259136,-0.3644998,-0.4088882,1.034479
-0.4793355,-0.1561228,1.280097,-0.5566249,-0.1578689,1.247145,-0.5828237,-0.4716889,1.227974,-0.3757735,-0.1459043,1.241881,-0.4249797,-0.3807375,0.9933138
-0.515412,-0.168148,1.245904,-0.59443,-0.1706142,1.209116,-0.6242163,-0.4806614,1.211889,-0.4057001,-0.1557644,1.214368,-0.4802822,-0.3756582,0.9590701
-0.5241277,-0.1748568,1.229382,-0.6027694,-0.1770538,1.193214,-0.4788812,-0.511986,1.270615,-0.4155286,-0.1629879,1.19576,-0.5296081,-0.3646133,0.9418479
-0.5372248,-0.1807047,1.190773,-0.6191898,-0.1846901,1.147079,-0.4767962,-0.475981,1.065915,-0.4243034,-0.1665515,1.165382,-0.5710925,-0.3615489,0.927453
-0.5659421,-0.1738635,1.172547,-0.6361924,-0.1770783,1.140296,-0.4918767,-0.4701945,1.078246,-0.4661872,-0.1620002,1.132094,-0.6314254,-0.4097136,0.8705823
-0.6119027,-0.1798896,1.110118,-0.6860887,-0.175013,1.070167,-0.5718592,-0.4663436,1.189265,-0.5011227,-0.1753295,1.0805,-0.6890527,-0.3967352,0.8125111
-0.5747892,-0.2010342,1.097672,-0.6409523,-0.2118629,1.055394,-0.5785761,-0.4743041,1.18669,-0.4768162,-0.1799791,1.073926,-0.7040381,-0.3607404,0.8067053
-0.5749121,-0.2014053,1.097015,-0.6444373,-0.2116542,1.054458,-0.5689475,-0.4648622,1.196436,-0.471769,-0.1815848,1.071368,-0.7227437,-0.316537,0.7976822
-0.6147126,-0.2066047,1.080995,-0.6997593,-0.1993881,1.038591,-0.5818231,-0.435659,1.190724,-0.4950403,-0.1976207,1.05834,-0.7540581,-0.3002755,0.7785746
-0.5938554,-0.2459049,1.013609,-0.6476947,-0.2410905,0.9763058,-0.5751088,-0.4787958,1.138679,-0.5021555,-0.2351697,0.9868993,-0.7557376,-0.345961,0.7066197
-0.5309812,-0.4030569,0.9564284,-0.5702041,-0.3909484,0.9217018,-0.5212206,-0.7262166,1.022069,-0.4570321,-0.3889567,0.9289853,-0.6182569,-0.6470266,0.6914956
-0.4411556,-0.4066318,0.8658662,-0.4283091,-0.3882369,0.8226897,-0.4767329,-0.6531052,1.01889,-0.4223169,-0.3958082,0.8468183,-0.6253806,-0.6771128,0.7266532
-0.1223576,0.01301483,0.1721762,0,0,0,0,0,0,-0.1481206,0.01575516,0.2084286,-0.3856256,0.02152174,0.432012
